fuelType,rating,renterTripsTaken,reviewCount,location.city,location.country,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,4.9,52,42,Los Angeles,US,34.042987,-118.263297,CA,5839388,755,Lamborghini,Huracan,car,2018
GASOLINE,4.89,168,149,Los Angeles,US,33.955604,-118.417046,CA,1246806,99,Chevrolet,Corvette,car,2016
GASOLINE,5,18,16,Calabasas,US,34.14733,-118.613584,CA,1693364,51,Ford,Mustang,car,2019
GASOLINE,5,2,1,Pasadena,US,34.174178,-118.098549,CA,2344685,92,BMW,5 Series,car,2018
GASOLINE,4.92,99,88,Los Angeles,US,34.21782,-118.589867,CA,974444,125,Chevrolet,Corvette,car,2019
GASOLINE,5,3,2,Beverly Hills,US,34.066585,-118.400692,CA,1310614,199,Mercedes-Benz,S-Class,car,2016
GASOLINE,4.99,96,87,Los Angeles,US,34.224058,-118.632723,CA,4082713,115,Porsche,718 Boxster,car,2017
GASOLINE,5,8,6,Inglewood,US,33.947773,-118.339829,CA,5677923,175,Mercedes-Benz,G-Class,suv,2013
GASOLINE,4.96,109,95,Torrance,US,33.870968,-118.321519,CA,4282998,90,BMW,M4,car,2015
GASOLINE,5,31,30,Los Angeles,US,34.105845,-118.317493,CA,1004305,122,Dodge,Challenger,car,2018
GASOLINE,4.95,25,22,Los Angeles,US,33.956722,-118.416636,CA,1246806,99,BMW,M4,car,2015
GASOLINE,4.92,61,50,East Los Angeles,US,34.013363,-118.142521,CA,3217019,45,Dodge,Journey,suv,2018
GASOLINE,5,71,64,Los Angeles,US,34.224473,-118.632331,CA,4082713,124,Porsche,718 Boxster,car,2018
GASOLINE,4.9,87,71,Beverly Hills,US,34.067868,-118.397655,CA,1318430,159,Porsche,Boxster,car,2014
GASOLINE,5,15,12,Los Angeles,US,34.045133,-118.452135,CA,317278,169,Jaguar,F-TYPE,car,2018
GASOLINE,4.64,82,64,Los Angeles,US,33.942351,-118.40281,CA,1318430,159,Porsche,Boxster,car,2014
HYBRID,5,77,64,Inglewood,US,33.957461,-118.323006,CA,1439133,159,BMW,i8,car,2016
GASOLINE,4.97,42,38,Los Angeles,US,34.08299,-118.350233,CA,6142127,59,Ford,Mustang,car,2018
ELECTRIC,4.92,18,13,Glendale,US,34.159199,-118.24704,CA,1331083,82,Tesla,Model S,car,2015
GASOLINE,4,7,5,Inglewood,US,33.953458,-118.374818,CA,3783983,37,BMW,3 Series,car,2009
GASOLINE,4.89,83,64,Los Angeles,US,33.976199,-118.41768,CA,1347938,59,BMW,Z4,car,2013
GASOLINE,4.95,97,82,Los Angeles,US,33.945299,-118.37237,CA,1300139,27,Toyota,Yaris,car,2012
GASOLINE,5,1,1,Los Angeles,US,33.94551,-118.372297,CA,1300139,34,Hyundai,Sonata,car,2012
,5,11,8,Los Angeles,US,34.160054,-118.511121,CA,11811176,127,Tesla,Model S,car,2020
GASOLINE,4.89,47,45,Beverly Hills,US,34.070804,-118.400065,CA,1720300,999,Lamborghini,Huracan,car,2019
GASOLINE,5,1,1,Los Angeles,US,33.970319,-118.380418,CA,4087896,69,Alfa-romeo,Stelvio,suv,2019
GASOLINE,4.97,53,40,Los Angeles,US,33.978047,-118.416585,CA,1347938,59,Mazda,MX-5 Miata RF,car,2018
GASOLINE,4.87,29,23,Inglewood,US,33.953054,-118.373581,CA,370916,45,Honda,Civic Sedan,car,2019
GASOLINE,5,12,10,Glendale,US,34.168486,-118.289541,CA,14398038,78,Land Rover,Range Rover Velar,suv,2020
GASOLINE,5,37,32,Los Angeles,US,33.945018,-118.371733,CA,1300139,27,Toyota,Yaris,car,2013
ELECTRIC,4.96,92,73,Los Angeles,US,34.041601,-118.448017,CA,2947925,91,Tesla,Model S,car,2017
GASOLINE,4.74,46,31,Santa Monica,US,34.03396,-118.505153,CA,1318430,199,Porsche,718 Boxster,car,2017
GASOLINE,4.9,125,108,Santa Monica,US,34.027987,-118.499218,CA,1318430,169,Porsche,Boxster,car,2014
GASOLINE,4.56,11,9,Beverly Hills,US,34.066786,-118.397858,CA,1318430,199,Mercedes-Benz,S-Class,car,2015
HYBRID,5,10,8,Hawthorne,US,33.899941,-118.369405,CA,594387,48,Ford,Fusion Energi,car,2019
GASOLINE,4.87,19,15,Los Angeles,US,34.097524,-118.366353,CA,10069402,230,BMW,7 Series,car,2018
GASOLINE,5,17,9,Los Angeles,US,34.063881,-118.344783,CA,11185437,665,Ferrari,488 Gtb,car,2019
ELECTRIC,5,81,72,Los Angeles,US,34.148736,-118.362791,CA,3858705,95,Tesla,Model 3,car,2018
GASOLINE,4.88,9,8,Inglewood,US,33.961908,-118.327403,CA,10707894,132,BMW,7 Series,car,2016
GASOLINE,4.94,126,110,Los Angeles,US,34.043759,-118.262716,CA,5839388,299,Mercedes-Benz,G-Class,suv,2017
GASOLINE,,0,0,Redondo Beach,US,33.832572,-118.377056,CA,8987813,60,Land Rover,Range Rover Evoque,suv,2012
GASOLINE,4.98,109,94,Lexington,US,38.004608,-84.541644,KY,6368904,52,Hyundai,Sonata,car,2016
GASOLINE,5,7,5,Lexington,US,38.023903,-84.515442,KY,15228324,52,Acura,TLX,car,2015
GASOLINE,5,12,11,Lexington,US,38.035242,-84.425293,KY,14660731,55,Honda,CR-V,suv,2018
GASOLINE,5,13,12,Lexington,US,38.008826,-84.430912,KY,8101856,136,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,,0,0,Lexington,US,37.989688,-84.459063,KY,6630897,54,Chrysler,Town and Country,minivan,2013
GASOLINE,4.69,15,13,Lexington,US,38.036576,-84.425842,KY,14660731,45,Chevrolet,Cruze,car,2016
ELECTRIC,,0,0,Lexington,US,38.022177,-84.548966,KY,12666375,75,Chevrolet,Volt,car,2013
GASOLINE,4.96,53,45,Lafayette,US,30.197912,-92.066676,LA,1350005,57,Ford,Fiesta,car,2018
GASOLINE,5,31,23,Lafayette,US,30.197797,-92.065626,LA,1350005,57,Ford,Fiesta,car,2018
GASOLINE,5,3,3,Little Rock,US,34.68464,-92.238826,AR,7443490,150,Cadillac,Escalade ESV,suv,2015
GASOLINE,5,28,21,North Little Rock,US,34.756775,-92.267947,AR,11154147,49,Toyota,C-HR,car,2019
GASOLINE,4.43,9,7,Alexander,US,34.607981,-92.437288,AR,9527512,30,Chevrolet,Trax,suv,2017
GASOLINE,5,3,3,Little Rock,US,34.750866,-92.286822,AR,10490063,75,Audi,A3,car,2019
GASOLINE,4.76,94,83,Kansas City,US,39.309361,-94.713983,MO,2272659,41,Ford,Focus,car,2012
GASOLINE,5,32,26,Kansas City,US,39.050118,-94.687031,KS,5584584,75,Dodge,Challenger,car,2018
GASOLINE,4.97,67,60,Kansas City,US,39.050571,-94.685433,KS,5584584,46,Hyundai,Sonata,car,2019
GASOLINE,4.91,125,101,Kansas City,US,39.211836,-94.571006,MO,3253387,36,Toyota,Yaris,car,2017
GASOLINE,5,16,11,Kansas City,US,39.21122,-94.569654,MO,3253387,42,Toyota,Avalon,car,2011
GASOLINE,4.93,65,56,Kansas City,US,39.050722,-94.68754,KS,5584584,45,Toyota,C-HR,car,2019
GASOLINE,4.92,18,12,Kansas City,US,39.051377,-94.685115,KS,5584584,33,Hyundai,Elantra,car,2020
GASOLINE,4.9,105,94,Kansas City,US,39.309997,-94.713869,MO,2272659,64,Toyota,C-HR,car,2019
GASOLINE,4.83,10,6,Kansas City,US,39.050296,-94.684965,KS,5584584,45,Toyota,Camry,car,2020
GASOLINE,4.79,112,94,Kansas City,US,39.311509,-94.714636,MO,2272659,55,Ford,Focus,car,2013
GASOLINE,4.95,49,39,Kansas City,US,39.050535,-94.686501,KS,5584584,50,Hyundai,Tucson,suv,2019
GASOLINE,5,13,12,Kansas City,US,39.310145,-94.714573,MO,2272659,64,Dodge,Grand Caravan,minivan,2015
GASOLINE,4.86,73,59,Kansas City,US,39.310246,-94.71375,MO,2272659,70,Dodge,Grand Caravan,minivan,2014
GASOLINE,,2,0,Kansas City,US,39.210532,-94.569143,MO,3253387,45,Nissan,Sentra,car,2019
GASOLINE,4.59,30,27,Kansas City,US,39.311429,-94.713639,MO,2272659,55,Nissan,Altima,car,2013
GASOLINE,4.82,26,22,Smithville,US,39.431216,-94.564823,MO,10174639,72,Mercedes-Benz,C-Class,car,2016
GASOLINE,4.91,105,85,Kansas City,US,39.309822,-94.713721,MO,2272659,63,Kia,Sedona,minivan,2011
GASOLINE,5,4,3,Blue Springs,US,38.998886,-94.294558,MO,284272,225,Maserati,Ghibli,car,2017
GASOLINE,5,15,12,Kansas City,US,39.001232,-94.497727,MO,3611642,160,Land Rover,Range Rover,suv,2013
GASOLINE,3.56,10,9,Kansas City,US,39.308717,-94.713248,MO,2272659,46,Ford,Focus,car,2015
ELECTRIC,4.92,76,73,Olathe,US,38.932393,-94.886395,KS,2272659,180,Tesla,Model X,suv,2016
GASOLINE,5,16,15,Olathe,US,38.932115,-94.887305,KS,2272659,280,Lotus,Exige,car,2007
ELECTRIC,4.88,8,8,SHAWNEE,US,39.040528,-94.834592,KS,10737674,126,Tesla,Model 3,car,2019
GASOLINE,4.9,33,29,Overland Park,US,38.975105,-94.695507,KS,2887071,44,Chevrolet,Sonic,car,2014
ELECTRIC,4.97,47,36,Shawnee,US,39.011341,-94.812926,KS,1115204,195,Tesla,Model S,car,2015
HYBRID,,0,0,Kansas City,US,38.917814,-94.519187,MO,8943102,35,Ford,C-Max,car,2013
GASOLINE,5,8,6,Kansas City,US,39.078043,-94.567309,MO,2448040,91,Honda,Pilot,suv,2016
GASOLINE,5,34,33,Kansas City,US,39.102922,-94.582702,MO,8282089,64,Chevrolet,Camaro,car,2017
GASOLINE,5,6,5,Kansas City,US,39.068224,-94.484397,MO,2117894,56,Subaru,Forester,suv,2014
GASOLINE,5,7,7,Kansas City,US,38.918381,-94.519011,MO,8943102,29,Toyota,Corolla,car,2015
GASOLINE,4.88,43,40,Kansas City,US,38.923536,-94.550427,MO,3285209,33,Honda,Civic,car,2012
GASOLINE,4.98,48,43,Kansas City,US,38.972485,-94.600582,MO,2139922,46,Ford,Fusion,car,2016
HYBRID,5,12,6,Overland Park,US,38.962615,-94.660954,KS,5177512,45,Toyota,Prius,car,2008
HYBRID,4.99,147,130,Shawnee,US,39.038063,-94.714339,KS,1045538,30,Chevrolet,Volt,car,2012
GASOLINE,4.93,18,15,Orlando,US,28.437696,-81.397222,FL,14406735,21,Chevrolet,Cruze,car,2014
GASOLINE,4.87,60,54,Orlando,US,28.371087,-81.261144,FL,9809595,130,BMW,M6 Gran Coupe,car,2016
GASOLINE,4.87,31,31,Orlando,US,28.370702,-81.261863,FL,9809595,84,Maserati,Ghibli,car,2015
ELECTRIC,5,10,9,Winter Garden,US,28.568589,-81.5659,FL,11011933,100,Tesla,Model 3,car,2020
ELECTRIC,5,4,3,Winter Garden,US,28.533928,-81.601157,FL,4926963,145,Tesla,Model X,suv,2016
GASOLINE,4.92,12,12,Orlando,US,28.370679,-81.238421,FL,8628052,69,BMW,M3,car,2004
GASOLINE,5,68,64,Orlando,US,28.370857,-81.261958,FL,9809595,86,Mercedes-Benz,GLE-Class,suv,2016
GASOLINE,5,67,60,Orlando,US,28.387657,-81.340865,FL,5290174,35,Toyota,Corolla,car,2019
GASOLINE,5,21,18,Orlando,US,28.447067,-81.241204,FL,9448952,55,Cadillac,XTS,car,2018
ELECTRIC,5,21,18,Orlando,US,28.370814,-81.261941,FL,9809595,179,Tesla,Model X,suv,2020
ELECTRIC,5,45,42,Winter Garden,US,28.570377,-81.566817,FL,11011933,100,Tesla,Model 3,car,2019
ELECTRIC,5,29,28,Orlando,US,28.572902,-81.40616,FL,4411610,129,Tesla,Model 3,car,2018
ELECTRIC,5,13,12,Winter Garden,US,28.569332,-81.566718,FL,11011933,200,Tesla,Model X,suv,2019
GASOLINE,5,4,2,Orlando,US,28.442707,-81.242062,FL,7734529,30,Kia,Soul,car,2015
GASOLINE,5,5,5,Winter Garden,US,28.431619,-81.619434,FL,9612756,30,Chrysler,200,car,2016
GASOLINE,4.85,61,46,Orlando,US,28.389046,-81.401761,FL,6801746,65,Ford,Mustang,car,2019
GASOLINE,4.78,9,9,Winter Garden,US,28.431842,-81.618681,FL,9612756,72,Chevrolet,Suburban,suv,2015
GASOLINE,4.92,73,64,Orlando,US,28.466698,-81.30166,FL,8762133,72,Dodge,Challenger,car,2017
GASOLINE,4.76,39,37,Orlando,US,28.438438,-81.396,FL,14406735,54,Mercedes-Benz,C-Class,car,2015
GASOLINE,5,104,90,Orlando,US,28.386331,-81.341247,FL,5290174,38,Toyota,Corolla,car,2018
ELECTRIC,5,40,37,Orlando,US,28.371338,-81.261823,FL,9809595,189,Tesla,Model X,suv,2019
GASOLINE,4.82,24,22,Orlando,US,28.387109,-81.402382,FL,6801746,54,Mercedes-Benz,C-Class,car,2016
ELECTRIC,5,6,5,Winter Garden,US,28.431332,-81.619432,FL,9612756,104,Tesla,Model 3,car,2020
GASOLINE,4.87,128,114,Orlando,US,28.430931,-81.307711,FL,7734529,28,Hyundai,Accent,car,2016
GASOLINE,5,13,13,Winter Garden,US,28.56929,-81.566058,FL,11011933,95,Mercedes-Benz,CLS-Class,car,2017
GASOLINE,4.88,30,26,Orlando,US,28.437436,-81.396996,FL,14406735,56,Mercedes-Benz,E-Class,car,2014
GASOLINE,4.6,29,25,Orlando,US,28.441481,-81.242061,FL,7734529,36,Dodge,Grand Caravan,minivan,2014
GASOLINE,4.75,100,89,Orlando,US,28.441703,-81.243225,FL,7734529,26,Hyundai,Accent,car,2012
GASOLINE,,0,0,Orlando,US,28.513054,-81.476508,FL,15615548,32,Dodge,Journey,suv,2012
GASOLINE,5,4,3,Winter Park,US,28.599111,-81.289127,FL,15140524,42,Cadillac,ATS,car,2013
GASOLINE,4.9,47,39,Orlando,US,28.36996,-81.237941,FL,8628052,59,Jaguar,XF,car,2010
ELECTRIC,5,118,112,Orlando,US,28.359315,-81.340551,FL,4411610,129,Tesla,Model 3,car,2018
GASOLINE,4.93,83,69,Orlando,US,28.430176,-81.312692,FL,7342780,58,BMW,3 Series,car,2014
GASOLINE,4.99,92,86,Orlando,US,28.386727,-81.341424,FL,5290174,124,Chevrolet,Corvette,car,2018
GASOLINE,4.67,53,48,Orlando,US,28.431308,-81.308378,FL,7342780,52,Mercedes-Benz,GLK-Class,suv,2012
GASOLINE,4.93,61,56,Orlando,US,28.430523,-81.307294,FL,7342780,55,Mercedes-Benz,C-Class,car,2012
GASOLINE,4.88,40,33,Orlando,US,28.431739,-81.307873,FL,7342780,50,BMW,3 Series,car,2010
GASOLINE,4.95,44,42,Orlando,US,28.427079,-81.307792,FL,7342780,69,Mercedes-Benz,S-Class,car,2010
ELECTRIC,4.96,32,26,Orlando,US,28.451504,-81.395495,FL,2925651,92,Tesla,Model S,car,2018
GASOLINE,4.96,59,56,Orlando,US,28.388727,-81.401216,FL,6801746,65,BMW,2-Series,car,2019
GASOLINE,5,5,5,Orlando,US,28.448866,-81.242989,FL,9448952,39,Kia,Sedona,minivan,2015
GASOLINE,5,8,7,Orlando,US,28.447588,-81.241773,FL,9448952,48,Dodge,Grand Caravan,minivan,2018
GASOLINE,5,55,51,Orlando,US,28.430973,-81.308519,FL,7342780,49,Mercedes-Benz,C-Class,car,2012
GASOLINE,4.9,53,50,Orlando,US,28.431582,-81.309314,FL,7342780,63,Mercedes-Benz,E-Class,car,2012
GASOLINE,4.81,42,37,Orlando,US,28.431702,-81.307774,FL,7342780,50,Mercedes-Benz,C-Class,car,2012
GASOLINE,4.91,11,11,Orlando,US,28.391257,-81.247528,FL,15044942,38,Toyota,RAV4,suv,2017
GASOLINE,4.97,40,36,Orlando,US,28.4475,-81.242767,FL,9448952,35,Volkswagen,Jetta,car,2015
GASOLINE,4.94,68,63,Orlando,US,28.431002,-81.448132,FL,4431107,135,Chevrolet,Corvette Stingray,car,2014
GASOLINE,4.97,38,35,Orlando,US,28.446994,-81.241372,FL,9448952,32,Kia,Sorento,suv,2011
GASOLINE,4.96,29,27,Orlando,US,28.448199,-81.24151,FL,9448952,34,Dodge,Grand Caravan,minivan,2012
GASOLINE,4.48,33,27,Orlando,US,28.440495,-81.243156,FL,7734529,26,Hyundai,Accent,car,2015
GASOLINE,4.85,66,61,Orlando,US,28.441478,-81.243535,FL,7734529,33,Dodge,Grand Caravan,minivan,2010
ELECTRIC,5,24,23,Orlando,US,28.387351,-81.341231,FL,5290174,125,Tesla,Model 3,car,2019
GASOLINE,5,8,5,Orlando,US,28.466433,-81.313515,FL,15367901,30,Chevrolet,Traverse,suv,2012
GASOLINE,5,26,26,Orlando,US,28.402313,-81.384851,FL,9036051,55,Ford,F-150,truck,2016
GASOLINE,4.94,59,53,Orlando,US,28.429862,-81.311837,FL,7342780,58,Volkswagen,Eos,car,2015
GASOLINE,5,31,27,Orlando,US,28.497817,-81.322844,FL,9482137,40,Nissan,Rogue,suv,2018
ELECTRIC,5,46,41,Kissimmee,US,28.334663,-81.472404,FL,11249833,110,Tesla,Model 3,car,2019
GASOLINE,5,17,16,Davenport,US,28.207784,-81.631091,FL,9112918,74,Mercedes-Benz,C-Class,car,2016
GASOLINE,,0,0,Orlando,US,28.497629,-81.323425,FL,9482137,70,Infiniti,QX60,suv,2019
GASOLINE,5,23,20,Orlando,US,28.432377,-81.308345,FL,7342780,65,Mercedes-Benz,GLK-Class,suv,2015
GASOLINE,4.96,31,28,Orlando,US,28.370554,-81.237552,FL,8628052,69,BMW,X5,suv,2012
GASOLINE,5,44,42,Orlando,US,28.371477,-81.240153,FL,8628052,99,Mercedes-Benz,C-Class,car,2014
GASOLINE,5,1,1,Celebration,US,28.305119,-81.562508,FL,15030474,35,Toyota,Corolla,car,2019
HYBRID,5,19,14,Orlando,US,28.36496,-81.317461,FL,2300827,230,BMW,i8,car,2016
GASOLINE,5,1,1,Kissimmee,US,28.295006,-81.465817,FL,15554708,64,Ford,Mustang,car,2018
GASOLINE,5,17,17,Orlando,US,28.535129,-81.260482,FL,11380512,120,Ford,Mustang,car,2018
GASOLINE,5,26,23,Orlando,US,28.43136,-81.308424,FL,7342780,45,MINI,Cooper Countryman,car,2015
GASOLINE,,0,0,Winter Garden,US,28.44783,-81.611529,FL,13541455,60,Dodge,Grand Caravan,minivan,2017
GASOLINE,,0,0,Orlando,US,28.488762,-81.291295,FL,15117227,100,Audi,A6,car,2016
GASOLINE,5,6,6,Orlando,US,28.535606,-81.259995,FL,11380512,100,Dodge,Challenger,car,2019
GASOLINE,5,3,3,Orlando,US,28.502432,-81.306099,FL,4834744,32,Volkswagen,Passat,car,2014
GASOLINE,4.91,13,11,Orlando,US,28.554644,-81.377944,FL,11205051,132,Porsche,Boxster,car,2014
GASOLINE,4.98,60,57,Orlando,US,28.430156,-81.311502,FL,7342780,65,Mercedes-Benz,M-Class,suv,2012
GASOLINE,4.97,35,33,Orlando,US,28.371074,-81.26198,FL,9809595,299,Audi,R8,car,2014
GASOLINE,,0,0,Winter Park,US,28.590625,-81.283941,FL,6862660,40,FIAT,500,car,2017
ELECTRIC,5,1,1,Clermont,US,28.395344,-81.695992,FL,14779270,94,Tesla,Model 3,car,2019
GASOLINE,5,10,10,Orlando,US,28.389599,-81.351591,FL,10606797,177,Porsche,911,car,2013
GASOLINE,,0,0,Minneola,US,28.571385,-81.733896,FL,10260129,80,Mercedes-Benz,Metris,minivan,2016
GASOLINE,4.67,6,6,Pine Castle,US,28.462267,-81.365846,FL,15436077,42,Kia,Sedona,minivan,2016
GASOLINE,4.78,21,18,Orlando,US,28.414544,-81.242162,FL,1183022,119,Porsche,718 Cayman,car,2018
GASOLINE,4.89,64,53,Orlando,US,28.407285,-81.410416,FL,1089824,89,Maserati,Ghibli,car,2016
GASOLINE,5,5,3,Pine Castle,US,28.461213,-81.366316,FL,15436077,38,Kia,Sedona,minivan,2015
GASOLINE,,0,0,Pine Castle,US,28.462266,-81.3659,FL,15774726,26,Toyota,Corolla,car,2017
GASOLINE,5,3,3,Pine Castle,US,28.46222,-81.365834,FL,15436077,38,Kia,Sedona,minivan,2015
GASOLINE,,0,0,Kissimmee,US,28.330832,-81.299272,FL,15787426,45,Nissan,Rogue,suv,2015
GASOLINE,4.81,34,32,Orlando,US,28.43095,-81.308611,FL,7342780,69,Kia,Sedona,minivan,2015
GASOLINE,5,5,4,Orlando,US,28.478258,-81.453559,FL,7009869,30,Hyundai,Elantra,car,2017
GASOLINE,5,4,4,Orlando,US,28.389313,-81.246993,FL,15428772,80,Jeep,Wrangler Unlimited,suv,2020
GASOLINE,5,4,4,Pine Castle,US,28.459713,-81.365082,FL,15436077,36,Hyundai,Santa Fe Sport,suv,2016
GASOLINE,5,2,1,Winter Garden,US,28.474533,-81.621536,FL,3875892,100,BMW,Z4,car,2019
GASOLINE,,0,0,Pine Castle,US,28.460893,-81.366103,FL,15774726,26,Toyota,Corolla,car,2017
GASOLINE,5,2,2,Pine Castle,US,28.460459,-81.365593,FL,15436077,37,Kia,Sorento,suv,2015
GASOLINE,5,20,20,Orlando,US,28.389618,-81.352432,FL,10606797,176,Jaguar,F-TYPE,car,2014
GASOLINE,4.48,27,23,Orlando,US,28.441277,-81.242842,FL,7734529,32,Kia,Sedona,minivan,2012
GASOLINE,4.93,29,27,Orlando,US,28.490381,-81.415373,FL,9903143,70,Ford,Mustang,car,2017
ELECTRIC,4.92,50,40,Kissimmee,US,28.330683,-81.609314,FL,1666640,139,Tesla,Model X,suv,2016
ELECTRIC,5,3,3,Orlando,US,28.459956,-81.48545,FL,2117846,150,Tesla,Model S,car,2018
GASOLINE,4.64,26,22,Orlando,US,28.49065,-81.4216,FL,14154795,60,Ford,Mustang,car,2019
GASOLINE,5,9,7,Orlando,US,28.367736,-81.50322,FL,672204,99,Audi,S5,car,2015
GASOLINE,5,11,11,Pine Castle,US,28.460921,-81.366299,FL,7971182,32,Kia,Optima,car,2016
GASOLINE,,0,0,Winter Garden,US,28.564487,-81.585186,FL,15040592,165,Porsche,718 Cayman,car,2018
ELECTRIC,4.71,8,7,Orlando,US,28.431373,-81.309106,FL,7342780,80,BMW,i3,car,2016
GASOLINE,4.58,42,31,Orlando,US,28.397219,-81.384462,FL,7537704,65,Lexus,RX 350,suv,2018
GASOLINE,5,1,1,Belle Isle,US,28.451419,-81.343197,FL,2447673,79,Chevrolet,Express,van,2017
GASOLINE,5,6,4,Orlando,US,28.411721,-81.445421,FL,6643950,73,Ford,Mustang,car,2017
GASOLINE,5,3,2,Oviedo,US,28.61905,-81.246405,FL,15539864,48,BMW,3 Series,car,2014
GASOLINE,,1,0,windermere,US,28.444295,-81.568484,FL,8957601,182,Mercedes-Benz,GLE-Class Coupe,suv,2018
GASOLINE,4.57,9,7,Belle Isle,US,28.450138,-81.343363,FL,2447673,43,Kia,Sedona,minivan,2016
GASOLINE,5,12,11,Orlando,US,28.431682,-81.42202,FL,13058517,39,Mitsubishi,Outlander,suv,2018
GASOLINE,4.63,19,8,Belle Isle,US,28.450459,-81.343753,FL,2447673,44,Kia,Sedona,minivan,2016
GASOLINE,5,7,7,Orlando,US,28.516697,-81.482334,FL,2460945,139,Maserati,Ghibli,car,2015
GASOLINE,5,32,31,Winter Garden,US,28.481524,-81.605415,FL,12184957,75,Mercedes-Benz,E-Class,car,2014
GASOLINE,,0,0,Orlando,US,28.44531,-81.470055,FL,10358737,250,Lexus,LC 500,car,2018
GASOLINE,5,10,9,Orlando,US,28.457348,-81.263808,FL,2654190,250,Chevrolet,Corvette,car,2017
GASOLINE,4.88,36,33,Orlando,US,28.554063,-81.379425,FL,11205051,104,Porsche,Macan,suv,2017
GASOLINE,4.75,4,4,Pine Castle,US,28.459862,-81.36672,FL,15554830,21,Kia,Forte,car,2011
ELECTRIC,4.96,27,26,Orlando,US,28.388132,-81.402508,FL,6801746,145,Tesla,Model 3,car,2020
GASOLINE,4.97,38,36,Melbourne,US,28.039698,-80.630078,FL,6215578,59,Chevrolet,Camaro,car,2017
GASOLINE,,0,0,Orlando,US,28.430247,-81.451115,FL,15729795,40,Dodge,Grand Caravan,minivan,2018
GASOLINE,5,2,1,Orlando,US,28.607577,-81.412196,FL,3927814,22,Hyundai,Elantra,car,2013
GASOLINE,,0,0,Belle Isle,US,28.450134,-81.342915,FL,2447673,95,Chevrolet,Express,van,2017
GASOLINE,5,1,1,Orlando,US,28.608005,-81.411931,FL,3927814,30,Kia,Sedona,minivan,2016
GASOLINE,5,4,3,Orlando,US,28.431039,-81.308486,FL,7342780,113,Lexus,RX,suv,2019
GASOLINE,5,15,13,Orlando,US,28.4581,-81.48629,FL,2117846,150,Porsche,911,car,2016
GASOLINE,5,2,1,Belle Isle,US,28.450997,-81.344609,FL,2447673,109,Ford,Transit Wagon,van,2018
GASOLINE,,0,0,Orlando,US,28.374444,-81.394555,FL,4022603,109,Jaguar,F-TYPE,car,2016
GASOLINE,4.97,31,31,Orlando,US,28.368691,-81.501012,FL,672204,125,Land Rover,Range Rover Sport,suv,2014
HYBRID,5,83,78,Forest Park,US,41.857772,-87.805882,IL,9596627,33,Toyota,Camry Hybrid,car,2008
GASOLINE,5,4,4,Riverside,US,41.829073,-87.821943,IL,12946136,78,Jeep,Wrangler,suv,2015
ELECTRIC,5,10,10,Chicago,US,41.824687,-87.691099,IL,10179033,235,Tesla,Model X,suv,2018
GASOLINE,4.9,81,73,Chicago,US,41.754651,-87.672143,IL,1167426,42,Ford,Fiesta,car,2011
GASOLINE,4.98,55,49,Chicago,US,41.786596,-87.722659,IL,9228816,52,Toyota,Corolla,car,2016
GASOLINE,4.86,17,14,Chicago,US,41.777296,-87.719833,IL,2981409,40,Kia,Soul,car,2015
GASOLINE,4.77,88,75,Chicago,US,41.846631,-87.625331,IL,991809,80,Jeep,Grand Cherokee,suv,2015
GASOLINE,4.87,80,69,Chicago,US,41.776768,-87.753291,IL,6380860,44,Honda,Accord,car,2017
GASOLINE,5,10,9,Willowbrook,US,41.719273,-87.946732,IL,2578132,62,Volvo,V60,car,2016
GASOLINE,4.85,31,26,Willowbrook,US,41.718387,-87.945189,IL,2578132,70,Volvo,XC60,suv,2020
,5,3,3,Countryside,US,41.785354,-87.867161,IL,6528464,90,Infiniti,QX50,suv,2019
GASOLINE,4.88,33,32,Chicago,US,41.80821,-87.753048,IL,2578132,80,Jeep,Wrangler,suv,2018
ELECTRIC,4.95,21,20,Oak Lawn,US,41.730493,-87.762827,IL,7004728,135,Tesla,Model 3,car,2018
GASOLINE,,0,0,Woodridge,US,41.734545,-88.060596,IL,870099,75,Ram,1500,truck,2014
GASOLINE,4.95,88,76,Chicago,US,41.777692,-87.720229,IL,2981409,32,FIAT,500,car,2012
GASOLINE,5,26,20,Willowbrook,US,41.719348,-87.946584,IL,2578132,60,Honda,Passport,suv,2019
GASOLINE,5,1,1,Willowbrook,US,41.718188,-87.94559,IL,2578132,40,Lexus,ES 350,car,2009
GASOLINE,4.98,127,116,Chicago,US,41.732779,-87.625018,IL,1721129,99,Alfa Romeo,Stelvio,suv,2018
GASOLINE,4.63,8,8,Woodridge,US,41.735755,-88.059418,IL,870099,40,Chevrolet,Malibu,car,2017
GASOLINE,5,6,2,Chicago,US,41.837663,-87.623043,IL,9660617,119,Lexus,ES 350,car,2015
GASOLINE,4.69,59,49,Chicago,US,41.777159,-87.753393,IL,6380860,27,Toyota,Corolla,car,2007
GASOLINE,4.94,33,32,Willowbrook,US,41.719495,-87.945645,IL,2578132,49,Acura,ILX,car,2019
GASOLINE,4.64,23,22,Chicago,US,41.742234,-87.67114,IL,11202902,37,Hyundai,Elantra,car,2013
GASOLINE,4.75,30,20,Chicago,US,41.808047,-87.753146,IL,2578132,42,Volkswagen,Passat,car,2014
